BCYRN1
NBR1
GCLM
SCGB2A1
MGAT3
HLA-DRB4
NGFR
PROK1
CD40
FBN1
KISS1
SERPINB2
CXCL11
AKT1
CAMKK2
MIR506
VGF
MLLT10
PF4
SULF1
RARA
MYO18B
XRCC3
ACHE
MIR134
CRISP2
LZTS1
HLA-B
XAF1
MIR30C2
KALRN
FOXO3
SSTR4
MAEL
BNIP3L
MT2A
CHST3
CISH
TXN
MIR591
LPAR1
TERT
DOC2A
PARP2
AKAP3
S100A11
FEN1
KNG1
NR2F2
PXN
MIR410
CCDC80
SLC25A4
TIE1
MUC3A
TRA
YWHAZ
HORMAD1
NQO1
NKD1
IL10
RBX1
MIR34B
PIAS4
E2F2
RECQL
FRS2
CBS
ESR2
ITK
MUC1
PPP2R4
KLK8
GSTP1
MIR485
IRF1
EPAS1
SLC25A3
CD24
CHGB
THEMIS2
CALM3
C21orf33
PBX1
CNTLN
MIR99A
ERVK-11
ABCA9
CTNND2
TOX3
ITGB3
CCK
XRCC1
HLA-DRB1
FBXW7
NEDD4L
IGF1R
PTK6
BRCA2
PTN
ID4
TTLL5
HLA-DOA
CAT
RAPGEF1
RAD51
OSMR
TGFB3
PVRL2
TYMP
MIRLET7E
MAD1L1
KLK9
CSE1L
BRIP1
MMP13
AURKB
RAB3GAP1
MAL
EGF
LDHA
WNK1
ANXA3
GNRH1
TAM
MUL1
KLF8
MSX2
IFN1@
SEMA3A
ASNS
IKBKB
COX5A
SLC22A3
PLEK
FHIT
ABCC2
ETS1
SAI1
RMRP
KIF22
PLK1
CNTN2
ELAVL1
ZNF675
COIL
PMAIP1
AFP
PLA2G1B
FSTL1
MIR145
CYSLTR2
PCDHB3
MSMB
ILK
ENG
PEA15
HOXA7
CDK1
SCAF1
MAVS
F3
ITGAV
SLC25A37
ERBB3
FBLN1
SPAM1
FAS
ARHGEF7
DDX1
SQLE
CDH6
CDK4
CHAC1
XDH
APPL1
THY1
SYK
CEACAM7
MAGEA3
RBM38
FOSL1
THRA
XBP1
ADAM10
CBFB
IFNA17
SMARCE1
SERPINF1
PON1
RAD54L
CTLA4
HNRNPL
BARD1
GORASP1
ITGA5
ST8
EGFL6
CCDC54
NAPSA
PTPN1
TNFRSF10A
VGLL3
CXADR
CYP19A1
ASIP
GARS
NR1D1
GCLC
PIK3CD
ARR3
TUBB
AMBP
AKT3
HOXA9
CUL4A
ETV1
FBXW4
MAPT
ATR
FRAXA
MAPK14
TIMP3
TP63
ADAM12
MIR199B
CLSPN
ZEB1
KLF9
SERPINA13P
LSM4
SMAD2
SLCO1B3
IKBKE
TYMS
IL13RA2
RBFOX2
IGFBP1
POLD1
SERPINA6
GAB2
LAMP1
ATG4A
XRCC2
HAS1
BARX2
NUAK2
KRT18
MGMT
GNA12
LXN
FOXC1
OGG1
PRDX5
MIR17
RAB5C
PDIA3
ERVK-20
SLC25A23
MECOM
RUNX1
HOXA@
PSMC3IP
HSD17B2
HSPB2
C11orf30
AP5B1
MFAP5
MIR370
EPOR
HNF4A
CLDN11
MIR200A
PLA2G6
CSH1
SLC2A4
MIR19A
AGO1
ROPN1L
OPCML
MYOD1
HBEGF
SCGB2A2
SEA
ZNF300P1
WRB
KIAA0101
MSLN
CDKN1C
XCR1
MAPK8
PGR
DACH1
SST
TIRAP
KLHL1
MIR136
ANGPT2
NPEPPS
BIRC5
HOOK2
VDR
PPA1
CHEK1
HLA-DQA1
DAP
FABP4
SPDEF
TAT
CYR61
PMEPA1
SFRP4
RSF1
PAG1
EPHA8
MIR376C
AKR1C1
SREBF2
OVCA2
MARCKSL1
ACVR1C
BCL3
TGFB1
SLC31A1
EPHA3
GAL
RBP4
AIMP2
SPAG9
TLR4
CEACAM3
MIR146A
CYFIP2
FUT1
HMGA2
AD10
HCCS
MAGED4
CIB2
PCBP1
TARS2
HSPA4
PFN2
SLC2A1
CDCP1
EDN1
PHGDH
JUNB
TARSL2
1-Mar
CUZD1
CDKN1B
MUC4
DLX4
ROS1
ECE1
MIR22
TNFSF10
HOXA4
KRT17
KIAA1324
SMUG1
DCK
FCN2
LATS1
IFNA2
MYC
CALM2
FGFR4
MAFD2
WFDC2
PRKAA2
SPHK1
MTG1
CACUL1
NEK2
PCOS1
RAP1A
HSPA14
STC2
DUSP12
PDCD4
ETV4
MIR335
ACKR2
NOTCH1
FANCF
PIM1
WNT4
PMS1
GSTO2
PTPRZ1
SPIN1
ALDH1A2
FLT4
CDK12
ESR1
ISYNA1
CPB2
AREG
MMP1
BRMS1L
CXCL10
PSC
MAP2K7
LITAF
ATXN2
FAM32A
DROSHA
ANIB1
CCL22
OGFR
AHSA1
ITGA4
RYK
SCARA3
MASP2
PTGDS
NRAS
POLQ
CTCF
STAT3
FOXP1
MIR93
DNMT3A
SCN1A
SCD
MOCOS
COL11A1
SERTAD1
BLVRB
TRGV3
AIFM2
MIR25
MLLT4
MIR98
ALOX12
CRAT
CCNE1
MSC
FOLR1
ABCB11
LGALS4
DNAJB6
CNR1
RRM2
SNAI2
TWIST2
HPGDS
LEPR
EPO
TRBC1
CCND2
SHFM1
MIR708
FOXQ1
CRH
RAB25
PLAT
ATM
DUSP1
MAGED2
MIR135B
RRAS2
KRIT1
MRC1
ERVK-22
CDC25A
UBE2C
CHMP4C
CD44
MIR369
LGALS1
THBD
ALB
CDC25C
MDM2
PPM1D
SMAD7
CST6
PRL
LCP1
HOXB13
LY75
SLC3A2
NRG1
FRA16D
IRS1
CYP27B1
IL2RG
MACC1
AGPAT2
GEN1
HIC1
SHBG
GREB1
PAEP
TACSTD2
EPHX1
MMP7
CALCA
SPON1
GRPR
INTS2
IP6K2
SRSF3
KLK15
EZR
AADAC
SUPT7L
MIR141
SGCG
REV1
GZMB
IFNB1
APOC2
SRC
IL21
LRP1
ABCA8
TDGF1
PALB2
CA4
BTG3
MICALL2
CRYZ
HTRA1
L1CAM
ABI1
DLX5
LCN2
MIR381
TRPC3
WWOX
SLC31A2
C3
CFLAR
IGF2
DOK2
ANPEP
PRH1
HIST1H1D
KAT8
AGFG2
CD8A
GRB7
SLPI
CGA
PRKAA1
CTNNB1
LATS2
PLSCR1
PTBP1
UBASH3B
CYP17A1
MIR373
BCCIP
RORA
CD274
H1F0
FXR1
PLK2
BMP4
DPH1
TLR2
LINC01194
PCDHB17P
HBB
ZACN
TFAP2A
TUBB4A
ASCC1
BDNF
CD163
SRD5A2
ING1
QRSL1
DCN
SERBP1
EIF5A
TMED7
ABO
SNAI1
HGFAC
SPZ1
CP
CDR2
CNOT3
GNAI2
MRE11A
MIR210
IL6ST
AKAP13
NOV
CD40LG
TEX40
IL23A
EIF5
TPD52
ATRIP
MAGED4B
RALBP1
ADIPOR2
CD82
MSN
BCL2L1
IDO1
POU5F1
SAT1
CRK
REG1A
APOE
RNF43
LGALSL
SP1
MAP3K11
XCL2
PRKAR1A
PROC
GRP
SLC9A3R2
VEGFC
CTR9
ARNTL
ACTN3
APOBEC3B
RELA
CGB7
CTSD
RAD51D
HES1
BHLHE22
DVL1
RAD50
GEMIN2
PAPPA
WLS
BUD31
PKHD1
CGB
KIT
CLDN5
SLC22A2
CCR7
ARRB1
KEAP1
CD53
CDK2AP1
RB1
BAG3
GIPC1
IL2
BST2
KSR1
RIPK1
FUT2
PARP1
EYA2
MIR429
COL18A1
BCL10
CYP1A2
MBD1
NFKBIA
MEST
TNFRSF9
IFNG
ERCC3
FOLR3
BTN3A2
SART3
PPP1R13L
MYD88
HTRA3
MIR224
VCAM1
RAF1
NOC2L
CASP8
PRPF4
PRDX2
MCS
SULT1E1
PLA2G16
CKB
TFPI2
TEP1
BRD7
NANOG
MAPK1
HSPB1
XPO1
JUN
APC
SLC2A14
SLCO1B1
MIR150
DDIT3
IL17C
POLDIP2
CLU
F2R
NDN
E2F4
LOX
BAX
MIR106B
RBM45
BCAM
TWSG1
BRD2
ELF4
KLF4
TGM2
ERVK-2
CEACAM5
NTRK1
BRI3
KLK11
LRRC3B
LIG4
RUNX3
MIR718
ZNF217
PIK3CB
APEX1
CSAG3
CCR1
INHA
PTPRU
PLAUR
VPS37A
ETS2
ABCG2
SPG7
BRD4
RABGEF1
OXTR
RBL2
ATP11B
ST3GAL5
MIR34A
SLU7
PRKCD
ERCC1
MCPH1
MAP6
MIF
THEG
TEK
PRDX6
CD46
UQCRFS1
RPL39L
GLMN
MIR181A2
WT1-AS
RIMS2
ADM
HEXA
NISCH
DYRK1B
TCF4
IGFBP3
GMFG
SYT1
ADRM1
ST14
TRAC
SCGB1A1
CTTN
SLC52A2
SIRT1
RHOB
TGFA
TMPRSS3
TFAM
CHD6
SOD1
UPRT
RPS6KA1
LIMK1
MRPL36
OCA2
TMEM97
CELSR3
PROCR
POLD2
PKM
BTN3A1
HLA-E
MIR200C
MIRLET7A2
CELIAC2
PIWIL1
LOC102724560
DYRK2
EPCAM
PSIP1
CSH2
MTUS1
KITLG
PCM1
TCF3
TYRP1
BMP2
MIR645
PPP1R15A
TYRO3
SIK3
LYPD4
FOXJ1
BLZF1
CABLES1
PHF20
DKK2
TEAD1
TYR
PIK3R4
RHO
PDZK1IP1
XCL1
AGR3
MID2
SLC2A3
DAB2
PIM3
CYP2D6
GPC3
DICER1
BNC2
ANTXR1
CXCR3
HMOX1
ANXA6
WNT3A
JAZF1
ACRBP
MIR23B
MIR497
UBE2N
MTHFD1
IL18
CD80
F2RL1
PRSS3
MIR221
HSPA5
REEP5
DNMT3B
S100A11P1
MPG
MTHFR
NFE2L2
SLC52A1
ID1
TBCA
INPP4B
NTN1
CASP9
MIR433
CDKN2B
H2AFX
AURKA
TUSC3
NR1H2
LILRB1
DNER
WNT7A
RRAD
VTCN1
FAM126A
STAT5A
PIK3CA
FZD7
GPR4
LGMN
CIB1
MSR1
RPL10L
MMP9
TRIM28
BRMS1
HSD17B12
PDPN
GDE1
GOLPH3
KIF14
KLF5
EGR1
ERCC2
SEC23IP
C12orf75
NOS3
KMT2A
PPP2R1B
IL11RA
S100A6
CLDN7
SPA17
HSD17B7
GALNT3
CORO1A
COL11A2
VCAN
PDZRN3
UBE2I
PAK1
VWA1
MAP2K4
CXCR2
EFEMP2
TNFRSF10B
PHF13
TIPARP
YY1
UBL4B
GATA4
CLDN3
HBA2
SH2B3
USP17L2
MTA1
EHF
ALK
CREB1
NR2F1
RNF8
TRPV6
CHRD
APC2
XIC
NANOGP8
IGF2BP3
ZNF385B
HRAS
IL6
EZH2
BRS3
PLK3
CKAP4
MAP2K6
TGFBR2
PVRL4
LIN28B
ANXA5
IGFBP7
TUBB4B
HGF
SLC22A5
CYGB
CASP10
SMAD3
GAST
STEAP1
MYCN
BMI1
USE1
HDAC3
RAB5A
ERCC4
SOX2
GNRH2
BACH1
RGS10
WT1
ASRGL1
CT55
FOXG1
IL17RB
ERV3-1
FBN2
SLC25A1
GLYAT
FANCD2
GADL1
TCF7L1
NR2C2
UHRF1
DRD2
CLIC4
ANAPC10
PRSS55
UVRAG
NRP1
STUB1
ANGPTL2
CREBBP
ACTN4
KLK14
SCG5
SERPINE1
JUND
HDAC1
GADD45A
GUCY1B3
HAS2
STC1
KRAS
NPR1
HPSE
AXIN2
CAV1
PCBP4
CHIC1
LTBP1
GSTK1
HSD17B1
NDRG1
NEIL2
KLK1
LNPEP
DOCK4
TDGF1P3
FKBP5
CSF3R
TIMP1
FOXM1
SLIT2
CT45A1
LIPB
JAM3
CARS
CD63
MUC16
PRC1
VIM
ATG5
ANGPT1
FADD
CLEC7A
CHEK2
F7
PPP1R12A
NEFH
SIRT2
CSF3
PRKCI
SFRP1
HDAC2
PSD3
CD276
NM
PRSS22
MAP3K8
GPER1
A1CF
TMEM45A
PTK7
HIST1H2BN
CTAG1A
PPAT
IRF2
FGF7
MMP10
NACC1
PCSK6
PTPN6
ESRRB
SGK1
RAB3GAP2
CCNA2
HSP90AA1
MEOX1
ADRB1
NDC80
MDC1
CDC7
CAMP
POTED
RNASET2
IFFO1
SOX9
SCAF11
CHD5
GAPDH
AFM
HCC
INSR
KTWS
GPI
ZFYVE9
JAK2
PELP1
PSAT1
MIR214
ATG9A
EEF1A1
ABL1
SMCP
GPX3
MIR182
THBS1
IGFBP2
ARID3B
NLK
PARP4
SLCO4A1
TOP2A
TNFSF15
NELL1
RPE65
ZNF318
KAL1
PSMD9
MAGEA1
CASP2
RPS6KA2
HSPD1
RAC2
ERCC5
SPINK1
AR
AKT2
RPS6KA3
ZMYM2
IL1R1
MBD4
FSHR
COMT
VEGFB
LOC100288966
NBR2
DLD
SOD2
ARID1A
CYP1A1
DLC1
BUB1B
ARHGDIA
DNMT1
CA9
CLDN16
DUSP6
ADCYAP1R1
PRKCDBP
CDC42
ADRA1D
SQSTM1
CASR
HPN
AKIP1
BSG
FANCA
ANXA11
CD68
NQO2
XIAP
WDHD1
ARNT
BAGE
SIRPA
MCL1
ZBTB17
RNF2
VCP
PRPF4B
DHFR
NME1
PDGFRA
HIPK2
PNKD
CUL3
AMHR2
MIR302B
SLIT3
IL11
MIR502
PECAM1
ASPA
CAST
CCL8
UBXN11
PR@
LPAR3
IGF2R
DIAPH3
YBX1
GALT
RARRES3
DKK3
PPARG
CD59
MIR492
XPA
ST3GAL6
FRA7G
TARS
IRS2
PLG
MLRL
NOLC1
MIR203A
PLXNB1
RUNX2
EDNRA
DOCK1
FST
ERBB4
UBE2Z
ARL11
EFEMP1
SCGB1D2
MAPK3
CBR1
CALM1
UCN
URI1
FAM175A
EEF1A2
LIF
PROS1
PGRMC1
PTGS1
GPNMB
CDK20
OAZ1
PTHLH
FALEC
SPP1
JAK1
CHI3L1
CSAG2
KIAA1524
PPP1R1A
CLDN4
RGS17
E2F8
PIK3R2
PAX8
CCNG2
LEP
WDFY2
LPA
HOXB7
IL17A
MEPE
CCNE2
GRN
S100P
TNXB
CITED2
CST5
ST3GAL1
MXI1
RGS5
CLEC11A
MAP2K1
SELENBP1
CIT
OSM
PLAGL1
YY1AP1
CDK6
LPAR2
ROR1
MKI67
SLC12A9
LASP1
MCAM
SIRT6
CYP2D7
FOXP3
HBA1
CEL
FMR1
SOCS1
SETD1A
PDCD1
ANK1
MIR490
ERG
PWAR1
KLK6
INS
FOSL2
LOC101060399
CASP14
RARG
PDGFA
FGF3
CLCA1
ATN1
KLK4
FLII
POLB
CCNI
MAP2K2
ING4
OTUD4
SCGB3A1
ANXA4
AGTR2
PTGER4
MS4A1
FOXL2
MBL3P
RPL5
NMT2
CDH3
GKN1
PEX14
COL1A2
MAGOHB
IHH
FGD2
TMOD1
LTF
GABRA1
IARS2
AMELY
GPR34
MADCAM1
CACNB3
CFD
TMEM59L
ANG
TIMD4
ATP6V0D2
ALKBH1
MFAP2
UOX
TMBIM4
PIK3R1
C1QB
CTU1
FKBP10
FCGR2B
F5
GYS2
PPARA
AQP7
NEGR1
DRD3
FCGR1A
PPARGC1A
HSD17B6
ENPP1
PAPSS2
RETN
DNAJB1
NHS
ACE
MMP26
CRP
GUCY2C
ACVR2A
AAAS
HHEX
HAMP
ITGAX
ADIPOQ
ERRFI1
SGTA
IGFBP6
VEZT
KLB
BMP15
CYP3A7
TAB2
AAA1
SRD5A1
IGHV1-68
KCNJ11
BMPR1A
GHRL
AQP9
ATP6AP1
GNAQ
PLA2G7
CYP11A1
HSD11B2
GDF9
FAM58A
H6PD
GSK3B
RARRES2
PTH
RNU1-4
THADA
ADRB3
RAD54B
FCGR2C
DENND1A
BMP6
PLIN1
PLXNA2
ADH7
TM4SF4
SULT2A1
C1QTNF3
AKR1C3
PRKAG3
FEM1A
TNFRSF1B
MIR223
DRAM2
FCGR1C
PAFAH1B1
RPL36A
MAPK7
ADRB2
ALDH1A3
LPP
PPP1R3A
AGXT
FSBP
FEM1B
APP
SLC22A1
IARS
PDE8A
DHCR7
GPR83
UCP2
GNAS
AQP8
LMNA
MTNR1B
HSD11B1
RNU1-1
POMC
CYP21A2
EHD1
CDKAL1
PGC
HMGCR
IDE
ADAMTS1
FCGR2A
WFS1
PRDX1
FEM1C
LIPE
HLA-A
FTO
CAPN10
GAB1
TGFB2
NCOR1
FGF19
MND1
HID1
HSD17B4
DMC1
NF2
USP9X
EIF2B4
IRF2BPL
EIF2B1
SBDS
SALL4
EIF2S2
PAH
EXOSC7
MCM8
SDS
SYCE1
POF1B
MCM9
NANOS3
DIAPH2
SETX
CPEB1
EIF2B2
PTTG1
REN
DDX3X
ND3
NUDT11
MSH4
EIF4ENIF1
SRCIN1
MSH5
TAF4B
KIR3DL2
XPNPEP2
SPO11
ACTA1
NAT2
SHOX
PAPPA-AS1
BMPR2
ANKK1
ND5
SOHLH1
SRRM2
LAMC1
DNAH6
FSHB
NLRP5
FOXO4
NXF5
PMM2
PCDH11X
CYP2C9
SH2B2
FOXE1
PCSK1
FRAXE
RBMY1A1
FIGLA
ADAMTS19
ACSL6
CYP7A1
TCFL5
ND2
COX3
CYP3A5
DBH
LHX8
DLX6
LHB
DNAI1
AIRE
XPO5
MIR608
GPR3
RBMS3
BEST1
DMD
NOG
DACH2
PNO1
AFF2
DAZL
BBS9
TG
MIR423
ATP6
ND1
TGIF2LX
ATP8
CYB561
TNNT1
CYP2C19
POTEM
MAK16
TSHB
BCKDHB
INHBB
ND4L
NOBOX
PCMT1
ND4
UGT2B4
CYB5A
ADAMTS16
NEWENTRY
NR1H3
F2
VWF
PAX2
U2AF1
LOC102724594
NXT1
TRNT
NEO1
ZNF569
YPEL3
ZNF253
UIMC1
HOXD11
PRTFDC1
SPANXA2
SUB1
IL1R2
LOC390998
SERPINA3
C19orf12
PLA2G4C
RNASE2
ANKLE1
HOXD1
CYP24A1
GPC1
CTNNBL1
ADAM15
DOK1
NR0B1
PPP1CC
UQCRC1
NPLOC4
LGALS3BP
ZNF436
CAMK4
ACTR3
TPO
PRKACA
HEG1
SMARCA1
TK1
TNFRSF10C
COPS5
SULT1A1
LTB4R
INSL3
AICDA
SFRP2
ADI1
MMP12
BIRC2
HLA-DMB
PSME1
TMEM189
GPLD1
DECR1
IGF2-AS
GRB2
LMO4
RNASEL
S100A7
ZNF763
TBX3
HOXB6
NTS
SOS2
SCYL1
QPCT
EPB41
E2F7
DNAJA3
PSAP
FOXL1
QKI
AQP1
DUSP4
SEC14L1
WDR77
TNFRSF12A
CSMD1
PYGO2
NAV3
MIR20A
RAC1
ITIH2
PRSS41
PPY
VSIG1
GPR150
APOBEC3A_B
DYNLL1
PNP
CLIP1
FTSJ3
CASP5
TERC
MEN1
UNC93A
ENPP2
TRAP
AQP3
LTB4R2
GDI1
TAS2R64P
CTAG2
GJA1
CDH11
KRT7
HOXA5
COL4A2
ACTR2
OTUB1
DLEC1
CLPTM1L
ATF3
MIR511
GGT1
HOXD3
PERP
RASGRF1
RASSF2
TTF1
TNC
RNASE1
MPL
ITGA8
PGK1P1
FIGF
MRPL28
FBXO5
9-Sep
FTSJ1
TRO
TDRD7
ISG15
GLI3
NPPA
OCIAD1
CSRP3
CPE
MME
PPP2R5D
MIR498
ABCC3
HOXD9
CBR3
GJB2
UBE2V1
RHOA
CEACAM6
ZNF629
THPO
CEACAM8
EIF3E
PPAP2A
PLEKHF1
SMARCA4
NCR3
PSMB9
TSGA10
VAV2
IGF2BP1
BCR
RRM1
NOX4
IGFBP5
SF1
PEBP4
TRAF2
CARD10
ZFPM2
AXL
NFATC1
ACP5
ALDH3A1
DDX4
KRT20
SPAG11B
F11R
OVCAS1
SRSF10
UTRN
PTGER2
PRAP1
ZNF350
TRIM37
HDAC6
BCL9
SPAG11A
ROBO3
APOBEC3A
GSTA1
SIX5
RREB1
TFF1
PDGFB
INTS6
WNT2B
CPNE3
POP4
SPANXA1
CD226
CYTB
DDR1
BABAM1
ITGAE
S100A10
